subject,startedBy,views,replies,lastPostBy,lastPostDate
[JP][WN][ENG]Dragon's Bloodline (Reincarnated With A Cheat Yet I'm Now A Girl?!),saca312,"2,630",5,Icku,"July 29, 2018, 11:40:19 pm"
[LN][PDF][Eng] The Place You Called From,traitorAIZEN,"2,039",0,traitorAIZEN,"August 28, 2018, 10:47:58 pm"
[Light Novel] [English] Mikkakan no Koufuku (Three Days Of Happiness),Go-Sick,"3,946",1,traitorAIZEN,"August 28, 2018, 10:47:41 pm"
[Light Novel] [English] Parasite in Love,Go-Sick,"4,684",5,traitorAIZEN,"August 28, 2018, 10:47:18 pm"
[WN][ENG][EPUB] - Very Pure and Ambiguous: The Prequel (Second Chance Rebirth),saca312,"2,242",0,saca312,"July 16, 2018, 04:46:09 am"
[WN][Eng] Frequenting the Brothels and Hunting Dragons,Rekka,"2,944",2,NTRBaron,"July 13, 2018, 12:54:30 pm"
[Light Novel] [English] Tsurugi no Joou to Rakuin no Ko,Go-Sick,"6,342",4,JYK3216,"July 13, 2018, 03:55:43 am"
[WN][Eng] Stranger’s Handbook,EvilMegaDroid,"8,194",7,YoshitoSakurai,"July 27, 2018, 05:28:48 am"
"[Light Novel] [English] Itai no Itai no, Tonde Yuke",Go-Sick,"4,334",1,traitorAIZEN,"August 28, 2018, 10:47:08 pm"
"[Light Novel] [ENG] Noucome(Ore no Nounai Sentakushi ga, Gakuen Love Come wo Zen",Go-Sick,"13,171",7,XSekundesX,"August 28, 2018, 04:37:56 am"
[Light Novel] [English] Ochitekita Ryuuou to Horobiyuku Majo no Kuni,Go-Sick,"7,573",3,mvp_kost,"August 27, 2018, 06:40:15 pm"
"[WN][PDF][Eng] I Leveled up from Being a Parasite, But I May Have...",traitorAIZEN,"9,172",8,NTRBaron,"July 09, 2018, 08:57:42 pm"
[LN][ENG][PDF] Kuusen Madoushi Kouhosei no Kyoukan,Go-Sick,"2,306",1,Ryuu Lion,"July 09, 2018, 03:47:53 pm"
[LN][ENG][PDF] Sword Art Online Alternative – Clover’s Regret,Go-Sick,"2,033",1,denis01,"July 09, 2018, 12:20:31 pm"
[LN][Eng] Hiota no Kanojo ga Ore no Motteru Eroge ni Kyoumi Shinshin Nanda ga...,Azura Ren,"3,530",4,catjob,"July 26, 2018, 10:35:25 am"
"[CN][PDF][Eng] Mum, I Used to Hate You",traitorAIZEN,"1,486",0,traitorAIZEN,"July 24, 2018, 05:45:12 pm"
[WN][PDF][Eng] A Game To Make Him Fall,traitorAIZEN,"3,354",1,traitorAIZEN,"July 24, 2018, 05:44:46 pm"
[Light Novel][ENG]Baby Princess,Go-Sick,"1,511",0,Go-Sick,"August 27, 2018, 12:07:36 pm"
[Light Novel] [English] City Series,Go-Sick,"2,617",1,Go-Sick,"August 27, 2018, 11:56:56 am"
[Light Novel] [English] Maria-sama ga Miteru,Go-Sick,"4,714",3,Go-Sick,"August 27, 2018, 11:53:58 am"
[LN][Eng] Zero Kara Hajimeru Mahou no Sho,EvilMegaDroid,"7,874",3,Go-Sick,"July 09, 2018, 11:43:25 am"
[WN][Eng] The Story of Living as I Please After Being Reincarnated,Rekka,"2,380",0,Rekka,"July 07, 2018, 08:22:56 pm"
[Light Novel] [English] Inside The Cave Of Obscenity,Go-Sick,"6,326",5,AKtan,"July 06, 2018, 07:49:34 pm"
[WN][PDF][Eng] The Fourteen Years I Spent as a Cat,traitorAIZEN,"1,890",2,traitorAIZEN,"July 24, 2018, 05:44:29 pm"
[WN][PDF][Eng] Even a Cicada Becomes a Dragon If Reborn,traitorAIZEN,"2,209",2,traitorAIZEN,"July 24, 2018, 05:44:17 pm"
[Light Novel] [English] Yuusha no Segare,Go-Sick,"6,257",6,Beawu,"August 26, 2018, 09:42:24 pm"
"[WN][PDF][Eng] While Killing Slimes for 300 Years, I Became the MAX Level Unknow",traitorAIZEN,"5,781",3,thenonamezz,"August 25, 2018, 02:17:43 pm"
[KN][PDF][Eng] Dungeon Hunter,traitorAIZEN,"4,780",10,xXGame_MasterXx,"July 04, 2018, 12:29:23 pm"
[LN][Eng] Familia Chronicle Episode Ryuu,deadline14,"4,064",6,pjgferreira,"July 03, 2018, 09:44:04 am"
[Light Novel] [English] Shiinamachi-senpai's Safe Day,Go-Sick,"3,457",1,gott00,"July 01, 2018, 11:43:09 pm"
[KN][PDF][Eng] God of Crime,traitorAIZEN,"2,359",5,traitorAIZEN,"July 24, 2018, 05:44:03 pm"
[MANGA][PDF][ENG]Domestic na Kanojo,SadisticMe,"2,645",2,Crawly,"July 24, 2018, 01:42:24 am"
[WN][PDF][Eng] The Lazy King,traitorAIZEN,"4,444",2,traitorAIZEN,"August 19, 2018, 07:38:11 pm"
[WN][Eng] As the Spirit-sama Says,Rekka,"1,512",0,Rekka,"June 29, 2018, 11:29:38 pm"
[WN][ENG][EPUB] Joy Of Life,saca312,"1,985",1,touma212,"June 28, 2018, 01:34:45 pm"
[KN][PDF][Eng] Golden Time,traitorAIZEN,"2,630",4,traitorAIZEN,"August 19, 2018, 07:34:25 pm"
[WN][PDF][Eng] In a World Without Life,traitorAIZEN,"3,998",1,Ever17,"August 19, 2018, 05:05:50 pm"
[LN][PDF][Eng] Mondaiji-tachi ga Isekai Kara Kuru Sō Desu yo?,traitorAIZEN,"113,821",23,traitorAIZEN,"August 18, 2018, 09:44:25 pm"
[Web Novel][English] No Fatigue: 24-jikan Tatakaeru Otoko no Tenseitan,lnwnepubs,"4,573",5,YoshitoSakurai,"August 18, 2018, 06:15:11 am"
[LN][PDF][Eng] Kamisu Reina wa Koko ni Chiru,traitorAIZEN,"5,098",3,Aditi1517,"June 24, 2018, 10:13:35 pm"
[Light Novel][English] Zaregoto,Davidobot,"23,492",7,bakaushi,"June 24, 2018, 09:52:58 pm"
[WN][Eng] The Ability to Make Woman be in Heat and Have Sex With Them Freely,Rekka,"3,096",2,XSekundesX,"June 24, 2018, 01:18:11 am"
[WN][ENG][EPUB] Tales Of Demons & Gods,saca312,"1,074",2,saca312,"June 20, 2018, 12:15:59 pm"
[WN][ENG][EPUB] Skyfire Avenue,saca312,"1,051",0,saca312,"June 20, 2018, 12:07:13 pm"
[CN][WN][ENG] Lord Xue Ying,saca312,"1,351",0,saca312,"June 19, 2018, 11:37:10 am"
[CN][WN][ENG] Ancient Strengthening Technique,saca312,"1,783",0,saca312,"June 17, 2018, 06:34:01 am"
[LN][English][PDF] Inou-Battle wa Nichijou-kei no Naka de,Tokishi,"3,312",5,kropekboi16,"June 16, 2018, 06:32:28 pm"
[Light Novel] [English] Dantalian no Shoka,Go-Sick,"5,552",3,Jotunein,"June 16, 2018, 05:56:16 pm"
[Light Novel] [English] Kore wa Zombie desu ka?,Go-Sick,"8,538",5,lordmaster123,"June 09, 2018, 04:03:38 am"
[Light Novel] [English]  From Truant to Anime Screenwriter,Go-Sick,"1,926",1,miw_sholihan,"June 03, 2018, 09:17:23 pm"
[LN][PDF][JAPAN] Saijaku Muhai no Bahamut Volume 15 / 最弱無敗の神装機竜≪バハムート≫１５,siputsedupp,995,0,siputsedupp,"June 03, 2018, 06:09:20 pm"
[LN][Eng] Little Princess in Fairy Forest,bry19an,"2,467",4,traitorAIZEN,"June 03, 2018, 04:39:57 pm"
[WN][PDF][Eng] The Wizard Raised Through TRPG is Still the Strongest in the Othe,traitorAIZEN,"3,072",1,LafielBG,"May 30, 2018, 06:25:51 pm"
[LN][Eng] Kieli,shadow69,"3,771",4,Reiva12,"May 30, 2018, 05:04:25 pm"
[WN][PDF][Eng] My Entire Class Has Been Reincarnated,traitorAIZEN,"7,604",4,traitorAIZEN,"May 30, 2018, 04:22:40 pm"
[WN][PDF][Eng] Kakei Senki Wo Kakageyo!,traitorAIZEN,"5,863",6,Hyluse,"May 28, 2018, 07:05:20 pm"
[Light Novel] [English] Quantum Devil Saga: Avatar Tuner,Go-Sick,"2,708",2,Loyd(TheHighWayman),"May 27, 2018, 10:55:51 am"
[KN][PDF][Eng] Emperor of Solo Play,traitorAIZEN,"3,063",1,sininenblue,"May 22, 2018, 08:47:24 pm"
[Anime][English] Shiki,DarkJP,"4,095",1,Aditi1517,"May 22, 2018, 03:19:20 pm"
[Light Novel] [English] Hitsugi no Chaika,lnwnepubs,"7,307",10,seira00100,"May 22, 2018, 01:20:55 pm"
[WN][PDF][Eng] The Girl Who Bore the Flame Ring,traitorAIZEN,"3,992",7,Aditi1517,"May 21, 2018, 05:57:28 pm"
[WN][PDF][Eng] Magic Bullet in Magic Land,traitorAIZEN,"5,005",5,mors86,"May 20, 2018, 09:09:43 am"
[Light Novel] [English] Seiju no Kuni no Kinju Tsukai ,Go-Sick,"6,833",3,VladElEmpalador,"May 19, 2018, 01:11:24 am"
[Light Novel][English] Mokushiroku Arisu,Alumine,"11,527",5,kilyssteven,"May 18, 2018, 09:55:41 am"
[Light Novel] [English] Fate/Apocrypha,Go-Sick,"11,425",12,sawada91,"May 13, 2018, 09:58:31 pm"
[KN][PDF][Eng] Seoul Station's Necromancer,traitorAIZEN,"3,658",1,reff-q,"May 09, 2018, 10:34:08 pm"
[WN][PDF][Eng] Spirit Migration,traitorAIZEN,"2,816",2,ncskeeter56,"May 07, 2018, 09:30:42 pm"
[Light Novel][English] Record of Lodoss War,Go-Sick,"2,331",2,mors86,"May 07, 2018, 11:07:42 am"
[WN][PDF][Eng] Ouroboros Record ~Circus of Oubeniel~,traitorAIZEN,"3,010",2,mors86,"May 07, 2018, 05:36:55 am"
[Light Novel] [English] Ore to Kanojo ga Geboku de Dorei de Shuujuu Keiyaku,Go-Sick,"6,177",2,rigan,"April 28, 2018, 02:16:27 pm"
[Light Novel] [English] Tsukumodo Antique Shop,Go-Sick,"4,355",4,LadyIsaBelle01,"April 28, 2018, 08:37:40 am"
[Web Novel] [English] Sendai Yuusha wa Inkyou Shitai,Go-Sick,"5,745",2,garnet1,"April 28, 2018, 02:49:17 am"
[Web Novel] [English] Elf Tensei Kara no Cheat Kenkoku-ki ,Go-Sick,"6,360",2,ayakawarin,"April 22, 2018, 04:33:41 pm"
[WN][PDF][Eng] How to Kill Reincarnators from Earth,traitorAIZEN,"3,423",1,Orsted,"April 16, 2018, 02:20:05 pm"
[CN][PDF][Eng] Strange Life of a Cat,traitorAIZEN,"1,589",1,Marche,"April 14, 2018, 11:54:10 am"
"[WN][PDF][Eng] Sougen no Okite ~Shii Yatsu ga Moteru, Ii Buzoku ni Umarekawatta ",traitorAIZEN,"2,392",2,Si-Saiz,"April 14, 2018, 11:52:18 am"
[Web Novel] [English] Furoba Megami  (The Bathroom Goddess),Go-Sick,"2,806",1,traitorAIZEN,"April 13, 2018, 06:00:10 pm"
[LN] [ENG] Nanatsu no Taizai -Gaiden- ,Go-Sick,"1,431",1,deadline14,"April 12, 2018, 11:30:47 pm"
[Light Novel] [English] Ore no Imouto ga Konna ni Kawaii Wake ga Nai,Go-Sick,"11,919",6,Netsu,"April 12, 2018, 07:52:15 pm"
[WN][PDF][Eng] Ore no Osananajimi wa Joshikousei de Yuusha,traitorAIZEN,"2,669",0,traitorAIZEN,"April 12, 2018, 06:27:10 pm"
[Light Novel] [English] Saekano: Saenai Heroine no Sodatekata,Go-Sick,"17,365",7,Kaito,"April 10, 2018, 09:29:59 pm"
[Light Novel][English] Mimizuku to Yoru no Ou,Alumine,"7,389",5,Netsu,"April 10, 2018, 05:59:02 pm"
[Light Novel] [English] CubexCursedxCurious,Netsu,"1,759",3,miw_sholihan,"April 10, 2018, 09:04:25 am"
[Light Novel] [English] Clash of Hexennacht (Gekitotsu no Hexennacht),Go-Sick,"4,999",4,Go-Sick,"April 09, 2018, 09:30:27 pm"
[LN][Eng] My Favorite Song ~The Silver Siren~,Azura Ren,"2,136",1,aditamaki,"April 06, 2018, 08:33:09 pm"
[Light Novel] [English] Sekai no Owari no Encore,Go-Sick,"12,018",12,Torablue,"April 05, 2018, 08:30:33 pm"
[WN][Eng] Manga wo Yomeru Ore ga Sekai Saikyou ,Go-Sick,"5,827",4,gary123,"April 02, 2018, 05:56:26 am"
[KN][PDF][Eng] The Stone of Days,traitorAIZEN,"1,395",1,xjacques,"March 15, 2018, 11:11:03 am"
[KN][PDF][Eng] I Became the Hero’s Bride!,traitorAIZEN,"3,305",4,Irina_Akashira,"March 14, 2018, 04:45:15 am"
[Light Novel][English][PDF] Psycho Love Comedy,Davidobot,"60,067",47,esperx27,"April 01, 2018, 05:31:09 pm"
[WN][PDF] I Decided to Not Compete and Quietly Create Dolls Instead,traitorAIZEN,"2,262",0,traitorAIZEN,"March 31, 2018, 06:48:54 pm"
[Light Novel][English] Occultic;Nine,Go-Sick,"8,549",7,shadow69,"March 11, 2018, 06:04:35 pm"
[LN][Eng] THE VIOLET KNIGHT,Nazurdin,"3,566",6,Go-Sick,"March 07, 2018, 10:57:18 am"
[LN][ENG] Fate/Prototype: Fragments of Blue and Silver,zdnaim,"2,659",0,zdnaim,"February 22, 2018, 07:17:57 pm"
[CN][ENG][PDF] King of Gods,KilLaRuNa,"2,006",1,ncskeeter56,"March 30, 2018, 09:13:23 am"
[Manga] [English] Infinite Stratos (Yuuki Homura),Go-Sick,"4,404",5,Go-Sick,"March 29, 2018, 03:55:49 pm"
[Web Novel][PDF][English] Boundary Labyrinth and the Foreign Magician,rafogor,"3,430",1,seira00100,"October 16, 2017, 12:13:10 am"
[Korean Novel] [English] Elsword – Time Trouble,Nazurdin,"2,145",1,killing.mahine,"October 09, 2017, 09:12:24 pm"
[Light Novel][PDF][English] Makai Senki Disgaea,dailang,"2,724",1,princesama1,"October 01, 2017, 08:36:46 pm"
[Light Novel] [English] CtG—Zero Kara Sodateru Dennou Shoujo,Go-Sick,"5,907",2,YoshitoSakurai,"February 20, 2018, 07:19:59 pm"
[Novel] [English] Ten Billion Days and One Hundred Billion Nights,Go-Sick,"2,120",0,Go-Sick,"February 12, 2018, 08:50:27 pm"
[Light Novel] [English] Metal Gear Solid - Guns of the Patriots (Novel),Go-Sick,"1,070",0,Go-Sick,"February 12, 2018, 08:42:06 pm"
[WN][PDF][Eng] The Man Picked up by the Gods,traitorAIZEN,"14,162",5,Iyashi,"March 28, 2018, 04:02:29 am"
[WN][Eng] Ore no Isekai Shimai ga Jichou Shinai!,Azura Ren,"8,014",10,Netsu,"March 26, 2018, 09:39:56 pm"
[Light Novel][English] JoJo's Bizarre Adventure Over Heaven,Benjiro,"1,812",0,Benjiro,"September 30, 2017, 06:39:55 am"
[Light Novel] [English] Loups=Garous,Go-Sick,"1,494",0,Go-Sick,"February 12, 2018, 08:35:25 pm"
[Light Novel] [English] OH MY GODDESS! FIRST END,Go-Sick,"2,263",1,xjacques,"February 12, 2018, 08:23:52 am"
[Light Novel] [English] Gamers,Go-Sick,"14,092",8,Netsu,"March 26, 2018, 08:58:55 pm"
[Manga] [English] Triage X,lnwnepubs,"3,720",4,Swswsws,"March 23, 2018, 06:39:34 am"
[Light Novel][English] Purple Haze Feedback,Benjiro,"4,922",0,Benjiro,"September 30, 2017, 06:35:31 am"
[Light Novel][English] The Book: JoJo's Bizarre Adventure 4th Another Day,Benjiro,"1,370",0,Benjiro,"September 30, 2017, 06:24:50 am"
[Light Novel] [English]  Fire Girl,Go-Sick,"7,265",7,Akiren,"February 03, 2018, 07:54:32 pm"
"[LN][Eng] Omae o Otaku ni Shiteyaru kara, Ore o Riajuu ni Shitekurure!",Go-Sick,"13,339",10,traitorAIZEN,"February 02, 2018, 08:16:35 pm"
[WN][PDF][Eng] Kenshi o Mezashite Nyūgaku Shitanoni Mahō Tekisei 9999,traitorAIZEN,"5,159",6,TAITOLO,"March 22, 2018, 06:38:01 pm"
[LN][PDF][Eng] Boku no Bungeibu ni Bitch ga Irunante Arienai,traitorAIZEN,"11,506",11,traitorAIZEN,"March 21, 2018, 04:26:53 pm"
[Web Novel][ENGLISH] Boku wa Isekai de Fuyo Mahou to Shoukan Mahou wo Tenbin ni ,KilLaRuNa,"3,453",3,Igknotus,"September 26, 2017, 01:21:00 pm"
[Light Novel] [English] Ghost in the Shell: Five New Short Stories,Go-Sick,"1,468",0,Go-Sick,"September 25, 2017, 04:35:30 pm"
[Anime][480p] The King of Fighters: Destiny,Go-Sick,"2,707",12,Go-Sick,"January 19, 2018, 03:53:17 pm"
[Anime] [English] [480p] Hakuouki: Otogisoushi,Go-Sick,"2,626",3,Go-Sick,"January 11, 2018, 08:57:02 pm"
[WN][PDF][Eng][Ore to kawazu-san no isekai hourouki],shirlulu007,"2,706",3,xjacques,"January 11, 2018, 08:07:37 am"
[Light Novel] [English] Shinonome Yuuko wa Tanpen Shousetsu o Aishite Iru,Go-Sick,"3,718",1,NeoLeoRe,"March 18, 2018, 06:48:43 am"
[LN][Eng] Juni Taisen: Zodiac War,deadline14,"3,737",2,hesziahello,"March 17, 2018, 02:54:59 pm"
[Web Novel][English] The Master of the Brave,Azura Ren,"4,322",4,Azura Ren,"September 19, 2017, 06:58:06 pm"
[Web Novel] [English] Cheat aru kedo mattari kurashitai《Tensei jinsei o t,lnwnepubs,"7,091",2,I.ManiacReader,"September 07, 2017, 01:50:29 pm"
[LN][Eng] Danganronpa Series,Azura Ren,"4,531",4,Azura Ren,"January 10, 2018, 10:12:19 pm"
[Light Novel] [English] Kenshin no Keishousha,Go-Sick,"7,045",4,-zero-,"December 12, 2017, 09:05:46 am"
"[Light Novel] [English] Ore, Twintail ni Narimasu",Go-Sick,"5,151",2,xSauriaNx,"March 30, 2017, 08:00:54 pm"
[Light Novel] [English] Nogizaka Haruka no Himitsu,Go-Sick,"4,767",3,Go-Sick,"March 17, 2017, 10:45:18 am"
[Light Novel][English] Hakushaku to Yousei (The Earl and Fairy),Go-Sick,"4,252",1,akashitetsuya3,"December 31, 2016, 08:08:32 am"
[Light Novel][English] Seirei no Moribito,Go-Sick,"2,696",0,Go-Sick,"December 29, 2016, 12:08:53 pm"
[Light novel][English] Magika no Kenshi To Shoukan Maou,raiputz,"24,091",14,ChaosHead90,"September 07, 2017, 12:54:47 am"
[Web Novel][English] A Dragon Slayer's Everyday Life,Azura Ren,"4,873",3,Azura Ren,"August 14, 2017, 09:22:35 pm"
[WN][PDF][Eng] Level Up Just By Eating,traitorAIZEN,"6,082",3,Eilrora,"December 03, 2017, 03:42:18 am"
[Web Novel][English] Riot Grasper,lnwnepubs,"4,571",1,I.ManiacReader,"November 28, 2017, 08:56:12 pm"
[LN][Eng] Sky World,Go-Sick,"4,575",3,lvnrynng18,"November 16, 2017, 11:10:11 am"
"[Light Novel][English] Tabi ni Deyou, Horobiyuku Sekai no Hate Made",Alumine,"8,176",4,traitorAIZEN,"March 14, 2017, 12:33:52 am"
[LN][PDF][Eng] Alliance of the 15s,traitorAIZEN,"2,259",0,traitorAIZEN,"March 14, 2017, 12:32:52 am"
[Light Novel][English] Yashakiden: The Demon Princess,Go-Sick,"3,825",3,theonetypingthis,"December 29, 2016, 06:13:25 am"
[Light Novel][English] Maohden,Go-Sick,"3,059",3,theonetypingthis,"December 29, 2016, 06:10:34 am"
[Light Novel][English] Demon City Shinjuku,Go-Sick,"2,864",3,theonetypingthis,"December 29, 2016, 06:08:11 am"
[Chinese Novel] [English] So What If It’s an RPG World?,Go-Sick,"3,364",1,ShinNoKabe,"August 11, 2017, 04:45:02 pm"
[LN][ENG]Boku wa Isekai de Fuyo Mahou to Shoukan Mahou wo Tenbin ni Kakeru  ,Go-Sick,"16,286",9,rafogor,"August 03, 2017, 11:20:53 pm"
[Light Novel] [English] The Pygmalion Is Planting Seeds,Go-Sick,"2,325",0,Go-Sick,"July 18, 2017, 07:59:39 pm"
[Web Novel] [English] Katahane no Riku,EvilMegaDroid,"8,679",4,seira00100,"July 13, 2017, 04:10:25 am"
[LN][PDF][Eng] Ghost Hunt: The House of Nightmares,traitorAIZEN,"2,471",0,traitorAIZEN,"March 11, 2017, 06:04:34 pm"
[Light Novel] [English] A Simple Monitoring,Go-Sick,"3,375",3,traitorAIZEN,"March 07, 2017, 12:55:55 pm"
"[Anime] [Movie] [English] [480p] Wake Up, Girls! 2 Movies Collection ",Go-Sick,"1,208",0,Go-Sick,"December 28, 2016, 08:58:25 pm"
"[Anime][480p][English] Kamisama Hajimemashita - Kamisama, Shiawase ni Naru OVA",Go-Sick,"1,652",0,Go-Sick,"December 27, 2016, 01:39:46 pm"
[Web Novel] [English]  Kyuuketsu Hime wa Barairo no Yume wo Miru ,Go-Sick,"4,889",2,rafogor,"August 03, 2017, 11:10:39 pm"
[Light Novel][English][PDF][ePub] Your Lie in April A Six Person Etetude,deadline14,"3,926",1,alfnheim,"August 01, 2017, 07:03:26 am"
[WN][PDF][Eng] Din no Monshou,traitorAIZEN,"2,639",0,traitorAIZEN,"July 13, 2017, 12:48:02 am"
"[Light Novel] Unpopular As I Am, I Have To Meet a Heroine Within Five Days",Azura Ren,"3,840",3,-zero-,"July 12, 2017, 08:00:33 pm"
[Light Novel][English] A Simple Survey,Alumine,"5,329",2,traitorAIZEN,"March 07, 2017, 05:44:14 am"
"[WN][PDF][Eng] Gomen ne, Onii-sama",traitorAIZEN,"3,630",0,traitorAIZEN,"March 06, 2017, 02:24:56 am"
[Light Novel] [English] Omae wo Onii-chan ni Shite Yarouka!?,Go-Sick,"5,464",2,Go-Sick,"March 05, 2017, 11:00:14 am"
[Novel] [English] Train Man (Densha Otoko),Go-Sick,"1,872",0,Go-Sick,"December 24, 2016, 11:52:15 am"
[Novel] [English] Goth: A Novel of Horror,Go-Sick,"1,841",0,Go-Sick,"December 24, 2016, 11:49:58 am"
[Novel] [English] Slum Online,Go-Sick,"2,284",0,Go-Sick,"December 24, 2016, 11:47:34 am"
[Light Novel] [English] Eiyuu Kyoushitsu,lnwnepubs,"12,247",10,seira00100,"July 26, 2017, 08:29:56 am"
[Light Novel] [English] Amaryllis in the Ice Country,Go-Sick,"2,819",0,Go-Sick,"July 21, 2017, 08:36:28 pm"
[Manga][English] Girls und Panzer: Ribbon no Musha (Ribbon Warrior),WASDA10,"1,415",2,WASDA10,"June 17, 2017, 04:45:17 pm"
[Light Novel][English] Kimi to Boku no Uta World's End,Azura Ren,"2,262",0,Azura Ren,"June 16, 2017, 10:16:42 pm"
[WN][PDF][Eng] Counter Stop!,traitorAIZEN,"3,146",2,Marche,"June 13, 2017, 12:51:01 pm"
[Light Novel] [English] Mezameru to Itoko wo Mamoru Bishoujo Kenshi ni Natteita,Go-Sick,"4,203",1,yayayan22,"March 01, 2017, 09:10:26 pm"
Arifureta,killing.mahine,"2,243",1,traitorAIZEN,"March 01, 2017, 04:43:43 am"
Campione Vol.19+ raw,Lnlover,"2,017",0,Lnlover,"December 23, 2016, 08:25:03 pm"
[Light Novel][English] Qualia the Purple (Murasakiiro no Qualia),Go-Sick,"2,152",0,Go-Sick,"December 22, 2016, 09:15:48 pm"
[Novel] [English] Genocidal Organ,Go-Sick,"2,549",0,Go-Sick,"December 15, 2016, 05:22:37 pm"
[Web Novel][English] Alice Tale in Phantasma,rafogor,"2,221",0,rafogor,"July 21, 2017, 03:37:41 am"
[WN][PDF][Eng] Wagamama Onna ni Tensei Shita yo,traitorAIZEN,"2,590",0,traitorAIZEN,"July 19, 2017, 07:22:03 pm"
[Light Novel][English][PDF] Gate of Twilight,WASDA10,"2,077",0,WASDA10,"June 13, 2017, 04:10:53 am"
MOVED: Detective Characters,Kureha,868,0,Kureha,"June 07, 2017, 07:34:42 am"
[Novel][English] Jorge Joestar,Benjiro,"6,026",0,Benjiro,"February 25, 2017, 03:45:44 am"
[Light Novel] [English] The Twelve Kingdoms,Go-Sick,"5,353",2,I-Am-X,"February 22, 2017, 04:21:55 pm"
[Novel] [English] The Girl Who Leapt Through Time (Toki wo Kakeru Shoujo),Go-Sick,"2,745",0,Go-Sick,"December 13, 2016, 12:25:41 pm"
[Light Novel][English] Whether It Rains or Shines Tomorrow,Go-Sick,"2,044",0,Go-Sick,"December 13, 2016, 12:20:50 pm"
[Novel] [English] Snow Country (Yukiguni),Go-Sick,"1,677",0,Go-Sick,"December 12, 2016, 01:19:22 pm"
[Light Novel][English] Fuyuu Gakuen no Alice and Shirley,Azura Ren,"2,152",0,Azura Ren,"June 06, 2017, 10:43:39 pm"
"[Light Novel][English] Death Note: L, Change the WorLd",shadow69,"3,434",1,Black Rain,"May 31, 2017, 08:50:58 pm"
[Light Novel] [English] Mushi to Medama,Go-Sick,"2,597",0,Go-Sick,"February 21, 2017, 08:39:45 pm"
[Anime] Kimi no na wa / Your Name (movie),traitorAIZEN,"1,917",0,traitorAIZEN,"February 02, 2017, 11:39:57 pm"
[Novel] [English] Red Girls: The Legend of the Akakuchibas ,Go-Sick,"2,235",0,Go-Sick,"December 12, 2016, 01:17:31 pm"
[Light Novel][English] Brave Chronicle: The Ruinmaker,Go-Sick,"2,495",0,Go-Sick,"December 12, 2016, 01:04:42 pm"
[Light Novel][English] Alice’s Tale  ( アリスの物語 ),Go-Sick,"2,437",0,Go-Sick,"December 12, 2016, 01:01:55 pm"
[Light Novel] [English] Seitokai no Ichizon,Go-Sick,"4,681",1,keknight,"May 26, 2017, 07:13:31 am"
[Chinese Novel] [English] Bringing The Farm To Live In Another World,EvilMegaDroid,"4,169",1,EleventhRelic,"May 23, 2017, 05:06:41 am"
[Light Novel] [English] Naruto Shinden,shadow69,"5,125",1,Go-Sick,"May 17, 2017, 09:05:44 pm"
[Light Novel] [English] Golden Time,Go-Sick,"7,046",6,YukiKana,"January 19, 2017, 04:07:05 am"
[Anime][480p][English]  Akatsuki no Yona: Sono Se ni wa,Go-Sick,"1,469",0,Go-Sick,"January 11, 2017, 12:41:32 pm"
[Anime][480p][English] Fate/Grand Order: First Order,Go-Sick,"2,008",0,Go-Sick,"January 06, 2017, 03:37:15 pm"
[Chinese Novel] [English] History’s Number 1 Founder,EvilMegaDroid,"1,703",1,EvilMegaDroid,"December 09, 2016, 11:57:22 pm"
[Light Novel][English] Tokyo Ghoul The Novel,Go-Sick,"12,590",6,sasukelove,"May 12, 2017, 02:54:21 pm"
[Light Novel] [English] Baka to Test to Shoukanjuu,Go-Sick,"7,131",1,KuTa,"May 09, 2017, 03:18:07 am"
[Light Novel] [English] Chronicle Legion,Go-Sick,"5,921",3,astin[1]kizuna,"January 01, 2017, 09:07:20 pm"
[Light Novel] [English] All You Need Is Kill,Go-Sick,"10,039",2,Minezum,"January 01, 2017, 08:49:38 pm"
[Light Novel][English] Fujoshi Kanojo (My Girlfriend's A Geek),Go-Sick,"2,132",0,Go-Sick,"December 06, 2016, 11:46:15 am"
[LN][Eng] Anti-Magic Academy: The 35th Test Platoon,Go-Sick,"20,291",16,Abbatoir,"April 24, 2017, 04:59:22 am"
[LN][PDF][Eng] Ghost Hunt,traitorAIZEN,"4,617",2,killing.mahine,"April 02, 2017, 08:28:01 pm"
[WebNovel][PDF][English]Tensei Shitara Kyuuketsuki-san Datta Ken,Deityns,"5,206",3,MaskedHuman,"April 02, 2017, 09:38:41 am"
[Light Novel][English] Ukikumo Shinrei Kitan,Go-Sick,"2,166",0,Go-Sick,"December 06, 2016, 11:30:44 am"
[Web Novel[]English] Tensei Shoujo no Rirekisho ,Go-Sick,"4,006",0,Go-Sick,"December 05, 2016, 01:49:17 pm"
[Light Novel] [English] Soshite Fumetsu no Regunare,Go-Sick,"6,423",6,xSauriaNx,"March 31, 2017, 06:20:07 am"
[Web Novel] [English] Genjitsushugisha no Oukokukaizouki,lnwnepubs,"10,831",3,Go-Sick,"December 05, 2016, 01:06:39 pm"
[Light Novel] [English] Koushirou Kujou the Detective Butler,EvilMegaDroid,"2,451",3,Go-Sick,"December 01, 2016, 06:07:59 pm"
[Light Novel][Eng]LiEat–The Lie-Eating Dragon and the Forgotten-Color Songstress,Go-Sick,"2,297",0,Go-Sick,"December 01, 2016, 11:41:01 am"
